ID	DOCULECT	SUBGROUP	CONCEPT	VALUE	IPA	TOKENS	COGIDS	MORPHEMES	STRUCTURE	NOTE	CHARACTERS	CHARACTER_IS
845	Guangzhou		bark	sy²² pʰei²¹	sy²²+pʰei²¹	s y ²² + pʰ ei ²¹	134 16	_tree/树 skin/皮	i n t + i n t		树 皮	
846	Fuzhou		bark	tsʰieu²¹²⁻⁵⁵ pʰuoi⁵³	tsʰjeu²¹²+pʰwoi⁵³	tsʰ j eu ²¹² + pʰ w oi ⁵³	134 16	_tree/树 skin/皮	i m n t + i m n t		树 皮	
847	Xiamen		bark	tsʰiu²²⁻²¹ pʰe²⁴	tsʰju²²+pʰe²⁴	tsʰ j u ²² + pʰ e ²⁴	134 16	_tree/树 skin/皮	i m n t + i n t		树 皮	
848	Beijing	Mandarin	count [noun]	ʂu⁵¹	ʂu⁵¹	ʂ u ⁵¹	35	count:N/數	i n t		數	
849	Ha_erbin		count [noun]	ʂur⁵³	ʂu⁵³	ʂ u ⁵³	35	count:N/數	i n t		數	
850	Jinan		count [noun]	ʂu²¹	ʂu²¹	ʂ u ²¹	35	count:N/數	i n t		數	
851	Rongcheng		count [noun]	ʃu³³⁴	ʃu³³⁴	ʃ u ³³⁴	35	count:N/數	i n t		數	
852	Taiyuan		count [noun]	su⁴⁵	su⁴⁵	s u ⁴⁵	35	count:N/數	i n t		數	
853	Xi_an		count [noun]	sou⁴⁴	sou⁴⁴	s ou ⁴⁴	35	count:N/數	i n t		數	
854	Chengdu		count [noun]	su²¹³	su²¹³	s u ²¹³	35	count:N/數	i n t		數	
855	Nanjing		count [noun]	su⁴⁴	su⁴⁴	s u ⁴⁴	35	count:N/數	i n t		數	
856	Jixi		count [noun]	su³⁵	su³⁵	s u ³⁵	35	count:N/數	i n t		數	
857	Suzhou		count [noun]	səu⁴¹²	səu⁴¹²	s əu ⁴¹²	35	count:N/數	i n t		數	
858	Wenzhou		count [noun]	sɤu⁵¹	sɤu⁵¹	s ɤu ⁵¹	35	count:N/數	i n t		數	
859	Changsha		count [noun]	səu⁵⁵	səu⁵⁵	s əu ⁵⁵	35	count:N/數	i n t		數	
860	Loudi		count [noun]	sɤu³⁵	sɤu³⁵	s ɤu ³⁵	35	count:N/數	i n t		數	
861	Nanchang		count [noun]	su⁴⁵	su⁴⁵	s u ⁴⁵	35	count:N/數	i n t		數	
862	Meixian		count [noun]	sɿ⁵³	sɿ⁵³	s ɿ ⁵³	35	count:N/數	i n t		數	
863	Guilin		count [noun]	su²⁵	su²⁵	s u ²⁵	35	count:N/數	i n t		數	
864	Guangzhou		count [noun]	sou³³	sou³³	s ou ³³	35	count:N/數	i n t		數	
865	Fuzhou		count [noun]	sou²¹²	sou²¹²	s ou ²¹²	35	count:N/數	i n t		數	
866	Xiamen		count [noun]	sɔ²¹	sɔ²¹	s ɔ ²¹	35	count:N/數	i n t		數	
867	Beijing	Mandarin	count [verb]	ʂu²¹³	ʂu²¹³	ʂ u ²¹³	185	count:V/數	i n t		數	
868	Ha_erbin		count [verb]	ʂu²¹³	ʂu²¹³	ʂ u ²¹³	185	count:V/數	i n t		數	
869	Jinan		count [verb]	ʂu⁴⁵	ʂu⁴⁵	ʂ u ⁴⁵	185	count:V/數	i n t		數	
870	Rongcheng		count [verb]	ʃu³³⁴	ʃu³³⁴	ʃ u ³³⁴	185	count:V/數	i n t		數	
871	Taiyuan		count [verb]	su⁵³	su⁵³	s u ⁵³	185	count:V/數	i n t		數	
872	Xi_an		count [verb]	sou⁵³	sou⁵³	s ou ⁵³	185	count:V/數	i n t		數	
873	Chengdu		count [verb]	su⁵³	su⁵³	s u ⁵³	185	count:V/數	i n t		數	
874	Nanjing		count [verb]	su¹¹	su¹¹	s u ¹¹	185	count:V/數	i n t		數	
875	Jixi		count [verb]	su²¹³	su²¹³	s u ²¹³	185	count:V/數	i n t		數	
876	Suzhou		count [verb]	səu⁵²	səu⁵²	s əu ⁵²	185	count:V/數	i n t		數	
877	Wenzhou		count [verb]	ti²⁴	ti²⁴	t i ²⁴	186	count:V/點	i n t		點	
878	Changsha		count [verb]	səu⁴¹	səu⁴¹	s əu ⁴¹	185	count:V/數	i n t		數	
879	Loudi		count [verb]	sɤu⁴²	sɤu⁴²	s ɤu ⁴²	185	count:V/數	i n t		數	
880	Nanchang		count [verb]	su²¹³	su²¹³	s u ²¹³	185	count:V/數	i n t		數	
881	Meixian		count [verb]	sɿ⁵³	sɿ⁵³	s ɿ ⁵³	185	count:V/數	i n t		數	
882	Guilin		count [verb]	su²⁵	su²⁵	s u ²⁵	185	count:V/數	i n t		數	
883	Guangzhou		count [verb]	sou³⁵	sou³⁵	s ou ³⁵	185	count:V/數	i n t		數	
884	Fuzhou		count [verb]	sou²¹²	sou²¹²	s ou ²¹²	185	count:V/數	i n t		數	
885	Xiamen		count [verb]	sɔ²¹	sɔ²¹	s ɔ ²¹	185	count:V/數	i n t		數	
886	Beijing		who	ʂəi³⁵	ʂəi³⁵	ʂ əi ³⁵	187	who/誰	i n t		誰	
887	Ha_erbin		who	ʂuei²⁴	ʂwei²⁴	ʂ w ei ²⁴	187	who/誰	i m n t		誰	
888	Jinan		who	ʂei⁵³	ʂei⁵³	ʂ ei ⁵³	187	who/誰	i n t		誰	
889	Rongcheng		who	ʃuɛ³⁵	ʃwɛ³⁵	ʃ w ɛ ³⁵	187	who/誰	i m n t		誰	
890	Taiyuan		who	suei²¹	swei²¹	s w ei ²¹	187	who/誰	i m n t		誰	
891	Xi_an		who	sei²⁴	sei²⁴	s ei ²⁴	187	who/誰	i n t		誰	
892	Chengdu		who	na⁵³⁻⁴⁵ ko²¹³⁻²¹	na⁵³+ko²¹³	n a ⁵³ + k o ²¹³	188 56	what/哪 _-piece:CLS/個	i n t + i n t		哪 個	
893	Nanjing		who	lɑ¹¹⁻²² ko⁴⁴⁻²²	lɑ¹¹+ko⁴⁴	l ɑ ¹¹ + k o ⁴⁴	188 56	what/哪 _-piece:CLS/個	i n t + i n t		哪 個	
894	Jixi		who	na²¹³⁻³¹ kɵ³⁵	na²¹³+kɵ³⁵	n a ²¹³ + k ɵ ³⁵	188 56	what/哪 _-piece:CLS/個	i n t + i n t		哪 個	
895	Suzhou		who	sɑ⁴¹²⁻⁴¹ ȵin¹³⁻²¹	sɑ⁴¹²+ɲin¹³	s ɑ ⁴¹² + ɲ i n ¹³	168 38	which:QU/啥 _person/人	i n t + i n c t		啥 人	
896	Wenzhou		who	a⁴¹⁻³ ȵi³⁴¹⁻⁴² naŋ³⁴¹⁻²¹	a⁴¹+ɲi³⁴¹+naŋ³⁴¹	a ⁴¹ + ɲ i ³⁴¹ + n a ŋ ³⁴¹	171 172 38	what/何 who/呢 _person/人	n t + i n t + i n c t		何 呢 人	
897	Changsha		who	sei¹³	sei¹³	s ei ¹³	187	who/誰	i n t		誰	
898	Changsha		who	o¹³ tsɿ⁵⁵ ko⁵⁵	o¹³+tsɿ⁵⁵+ko⁵⁵	o ¹³ + ts ɿ ⁵⁵ + k o ⁵⁵	171 189 56	what/何 to/至 _-piece:CLS/個	n t + i n t + i n t		何 至 個	
899	Loudi		who	sui¹³	swi¹³	s w i ¹³	187	who/誰	i m n t		誰	
900	Nanchang		who	lai²¹³⁻²⁴ ko²¹	lai²¹³+ko²¹	l ai ²¹³ + k o ²¹	188 56	what/哪 _-piece:CLS/個	i n t + i n t		哪 個	
901	Meixian		who	man³¹ ŋin¹¹	man³¹+ŋin¹¹	m a n ³¹ + ŋ i n ¹¹	190 38	who/瞞 _person/人	i n c t + i n c t		瞞 人	
902	Guilin		who	lᴀ²³ kuo³³	la̠²³+kwo³³	l a̠ ²³ + k w o ³³	188 56	what/哪 _-piece:CLS/個	i n t + i m n t		哪 個	
903	Guangzhou		who	søy²¹	søy²¹	s øy ²¹	187	who/誰	i n t		誰	
904	Fuzhou		who	tie³²⁻⁵³ ʒieʔ²⁴*	tje³²+ʒjeʔ²⁴	t j e ³² + ʒ j e ʔ ²⁴	191 192	what/底 _who/隹又	i m n t + i m n c t		底 隹又	
905	Fuzhou		who	tie³² nøyŋ⁵³	tje³²+nøyŋ⁵³	t j e ³² + n øy ŋ ⁵³	191 193	what/底 _:SUF/儂	i m n t + i n c t		底 儂	
906	Xiamen		who	siã⁵³⁻⁵⁵ laŋ²⁴	sjã⁵³+laŋ²⁴	s j ã ⁵³ + l a ŋ ²⁴	168 38	which:QU/啥 _person/人	i m n t + i n c t		啥 人	
907	Beijing		water	ʂuei²¹³	ʂwei²¹³	ʂ w ei ²¹³	194	water/水	i m n t		水	
908	Ha_erbin		water	ʂuei²¹³	ʂwei²¹³	ʂ w ei ²¹³	194	water/水	i m n t		水	
909	Jinan		water	ʂuei⁴⁵	ʂwei⁴⁵	ʂ w ei ⁴⁵	194	water/水	i m n t		水	
910	Rongcheng		water	ʂuei²¹³	ʂwei²¹³	ʂ w ei ²¹³	194	water/水	i m n t		水	
911	Taiyuan		water	suei⁵³	swei⁵³	s w ei ⁵³	194	water/水	i m n t		水	
912	Xi_an		water	fei⁵³	fei⁵³	f ei ⁵³	194	water/水	i n t		水	
913	Chengdu		water	suei⁵³	swei⁵³	s w ei ⁵³	194	water/水	i m n t		水	
914	Nanjing		water	suei¹¹	swei¹¹	s w ei ¹¹	194	water/水	i m n t		水	
915	Jixi		water	ɕy²¹³	ɕy²¹³	ɕ y ²¹³	194	water/水	i n t		水	
916	Suzhou		water	sʯ⁵²	sʯ⁵²	s ʯ ⁵²	194	water/水	i n t		水	
917	Wenzhou		water	sɿ²⁴	sɿ²⁴	s ɿ ²⁴	194	water/水	i n t		水	
918	Changsha		water	ɕyei⁴¹	ɕɥei⁴¹	ɕ ɥ ei ⁴¹	194	water/水	i m n t		水	
919	Loudi		water	ɕy⁴²	ɕy⁴²	ɕ y ⁴²	194	water/水	i n t		水	
920	Nanchang		water	sui²¹³	swi²¹³	s w i ²¹³	194	water/水	i m n t		水	
921	Meixian		water	sui³¹	swi³¹	s w i ³¹	194	water/水	i m n t		水	
922	Guilin		water	suei²³	swei²³	s w ei ²³	194	water/水	i m n t		水	
923	Guangzhou		water	søy³⁵	søy³⁵	s øy ³⁵	194	water/水	i n t		水	
924	Fuzhou		water	tsuoi³²	tswoi³²	ts w oi ³²	194	water/水	i m n t		水	
925	Xiamen		water	tsui⁵³	tswi⁵³	ts w i ⁵³	194	water/水	i m n t		水	
926	Beijing		fruit	ʂuei²¹⁴⁻³⁵ kuo²¹³	ʂwei²¹⁴+kwo²¹³	ʂ w ei ²¹⁴ + k w o ²¹³	194 114	water/水 fruit.result/果	i m n t + i m n t		水 果	
927	Ha_erbin		fruit	ʂuei²¹³⁻²⁴ kuor²¹³	ʂwei²¹³+kwo²¹³	ʂ w ei ²¹³ + k w o ²¹³	194 114	water/水 fruit.result/果	i m n t + i m n t		水 果	
928	Jinan		fruit	ʂuei⁴⁵⁻⁵³ kuɤ⁴⁵	ʂwei⁴⁵+kwɤ⁴⁵	ʂ w ei ⁴⁵ + k w ɤ ⁴⁵	194 114	water/水 fruit.result/果	i m n t + i m n t		水 果	
929	Rongcheng		fruit	kɔr²¹³ mən⁰	kɔ²¹³+mən⁰	k ɔ ²¹³ + m ə n ⁰	114 195	fruit.result/果 :PL/們	i n t + i n c t		果 們	
930	Taiyuan		fruit	suei⁵³⁻²¹ kuo⁵³	swei⁵³+kwo⁵³	s w ei ⁵³ + k w o ⁵³	194 114	water/水 fruit.result/果	i m n  t + i m n t		水 果	
931	Xi_an		fruit	fei⁵³ kuo⁰	fei⁵³+kwo⁰	f ei ⁵³ + k w o ⁰	194 114	water/水 fruit.result/果	i n t + i m n t		水 果	
932	Chengdu		fruit	suei⁵³⁻⁵⁵ ko⁵³	swei⁵³+ko⁵³	s w ei ⁵³ + k o ⁵³	194 114	water/水 fruit.result/果	i m n t + i n t		水 果	
933	Nanjing		fruit	suei¹¹⁻¹² ko¹¹	swei¹¹+ko¹¹	s w ei ¹¹ + k o ¹¹	194 114	water/水 fruit.result/果	i m n t + i n t		水 果	
934	Jixi		fruit	ɕy²¹³⁻³¹ kɵ²¹³	ɕy²¹³+kɵ²¹³	ɕ y ²¹³ + k ɵ ²¹³	194 114	water/水 fruit.result/果	i n t + i n t		水 果	
935	Suzhou		fruit	sʯ⁵²⁻⁴¹ kəu⁵²⁻²³	sʯ⁵²+kəu⁵²	s ʯ ⁵² + k əu ⁵²	194 114	water/水 fruit.result/果	i n t + i n t		水 果	
936	Wenzhou		fruit	sɿ²⁴⁻⁵³ ku²⁴²⁻²³	sɿ²⁴+ku²⁴²	s ɿ ²⁴ + k u ²⁴²	194 114	water/水 fruit.result/果	i n t + i n t		水 果	
937	Changsha		fruit	ɕyei⁴¹ ko⁴¹	ɕɥei⁴¹+ko⁴¹	ɕ ɥ ei ⁴¹ + k o ⁴¹	194 114	water/水 fruit.result/果	i m n t + i n t		水 果	
938	Loudi		fruit	ko⁴² tsɿ⁰	ko⁴²+tsɿ⁰	k o ⁴² + ts ɿ ⁰	114 19	fruit.result/果 -child:SUF/子	i n t + i n t		果 子	
939	Nanchang		fruit	sui²¹³⁻⁴⁴ kuo²¹³	swi²¹³+kwo²¹³	s w i ²¹³ + k w o ²¹³	194 114	water/水 fruit.result/果	i m n t + i m n t		水 果	
940	Meixian		fruit	sui³¹⁻³³ kuo³¹	swi³¹+kwo³¹	s w i ³¹ + k w o ³¹	194 114	water/水 fruit.result/果	i m n t + i m n t		水 果	
941	Guilin		fruit	suei²³ kuo²³⁻²²	swei²³+kwo²³	s w ei ²³ + k w o ²³	194 114	water/水 fruit.result/果	i m n t + i m n t		水 果	
942	Guangzhou		fruit	søy³⁵ kyɔ³⁵	søy³⁵+kɥɔ³⁵	s øy ³⁵ + k ɥ ɔ ³⁵	194 114	water/水 fruit.result/果	i n t + i m n t		水 果	
943	Fuzhou		fruit	kuo³²⁻³⁵ ʒi³²	kwo³²+ʒi³²	k w o ³² + ʒ i ³²	114 19	fruit.result/果 -child:SUF/子	i m n t + i n t		果 子	
944	Xiamen		fruit	tsui⁵³⁻⁵⁵ ko⁵³	tswi⁵³+ko⁵³	ts w i ⁵³ + k o ⁵³	194 114	water/水 fruit.result/果	i m n t + i n t		水 果	
945	Beijing		sleep	ʂuei⁵¹	ʂwei⁵¹	ʂ w ei ⁵¹	196	sleep/睡	i m n t		睡	
946	Ha_erbin		sleep	ʂuei⁵³	ʂwei⁵³	ʂ w ei ⁵³	196	sleep/睡	i m n t		睡	
947	Jinan		sleep	ʂuei³¹	ʂwei³¹	ʂ w ei ³¹	196	sleep/睡	i m n t		睡	
948	Rongcheng		sleep	ʂuei³³⁴	ʂwei³³⁴	ʂ w ei ³³⁴	196	sleep/睡	i m n t		睡	
949	Taiyuan		sleep	suei⁴⁵	swei⁴⁵	s w ei ⁴⁵	196	sleep/睡	i m n t		睡	
950	Xi_an		sleep	fei⁴⁴	fei⁴⁴	f ei ⁴⁴	196	sleep/睡	i n t		睡	
951	Chengdu		sleep	suei²¹³	swei²¹³	s w ei ²¹³	196	sleep/睡	i m n t		睡	
952	Nanjing		sleep	suei⁴⁴	swei⁴⁴	s w ei ⁴⁴	196	sleep/睡	i m n t		睡	
953	Jixi		sleep	kʰuɑ̃³⁵	kʰwɑ̃³⁵	kʰ w ɑ̃ ³⁵	197	sleep/睏	i m n t		睏	
954	Suzhou		sleep	kʰuən⁴¹²	kʰwən⁴¹²	kʰ w ə n ⁴¹²	197	sleep/睏	i m n c t		睏	
955	Wenzhou		sleep	kʰy⁵¹	kʰy⁵¹	kʰ y ⁵¹	197	sleep/睏	i n t		睏	
956	Changsha		sleep	ɕyei¹¹	ɕɥei¹¹	ɕ ɥ ei ¹¹	196	sleep/睡	i m n t		睡	
957	Changsha		sleep	kʰuən⁵⁵	kʰwən⁵⁵	kʰ w ə n ⁵⁵	197	sleep/睏	i m n c t		睏	
958	Loudi		sleep	kʰun³⁵	kʰun³⁵	kʰ u n ³⁵	197	sleep/睏	i n c t		睏	
959	Nanchang		sleep	kʰun²¹³	kʰun²¹³	kʰ u n ²¹³	197	sleep/睏	i n c t		睏	
960	Meixian		sleep	soi⁵³	soi⁵³	s oi ⁵³	196	sleep/睡	i n t		睡	
961	Guilin		sleep	suei²¹	swei²¹	s w ei ²¹	196	sleep/睡	i m n t		睡	
962	Guangzhou		sleep	søy²²	søy²²	s øy ²²	196	sleep/睡	i n t		睡	
963	Fuzhou		sleep	kʰɔuŋ²¹²	kʰɔuŋ²¹²	kʰ ɔu ŋ ²¹²	197	sleep/睏	i n c t		睏	
964	Xiamen		sleep	kʰun²¹	kʰun²¹	kʰ u n ²¹	197	sleep/睏	i n c t		睏	
965	Beijing		suck	ɕi⁵⁵	ɕi⁵⁵	ɕ i ⁵⁵	198	suck/吸	i n t		吸	
966	Ha_erbin		suck	kuo²¹³	kwo²¹³	k w o ²¹³	199	suck/裹	i m n t		裹	
967	Jinan		suck	ʂuẽ⁵³	ʂwẽ⁵³	ʂ w ẽ ⁵³	200	suck/吮	i m n t		吮	
968	Rongcheng		suck	çy²¹⁴	çy²¹⁴	ç y ²¹⁴	200	suck/吮	i n t		吮	
969	Taiyuan		suck	ɕiəʔ²	ɕjəʔ²	ɕ j ə ʔ ²	198	suck/吸	i m n c t		吸	
970	Xi_an		suck	ɕi²¹	ɕi²¹	ɕ i ²¹	198	suck/吸	i n t		吸	
971	Chengdu		suck	tɕy²¹	tɕy²¹	tɕ y ²¹	201	suck/㰵	i n t		㰵	
972	Nanjing		suck	soʔ⁵	soʔ⁵	s o ʔ ⁵	202	suck/嗍	i n c t		嗍	
973	Jixi		suck	soʔ³²*	soʔ³²	s o ʔ ³²	202	suck/嗍	i n c t		嗍	
974	Suzhou		suck	həu⁴⁴	həu⁴⁴	h əu ⁴⁴	203	inhale/呼	i n t		呼	
975	Suzhou		suck	soʔ⁴	soʔ⁴	s o ʔ ⁴	202	suck/嗍	i n c t		嗍	
976	Wenzhou		suck	tɕy⁴¹	tɕy⁴¹	tɕ y ⁴¹	201	suck/㰵	i n t		㰵	
977	Wenzhou		suck	ɕiai⁴¹	ɕjai⁴¹	ɕ j ai ⁴¹	198	suck/吸	i m n t		吸	
978	Changsha		suck	tɕin³³	tɕin³³	tɕ i n ³³	204	suck/唚	i n c t		唚	
979	Loudi		suck	tsin⁴⁴	tsin⁴⁴	ts i n ⁴⁴	204	suck/唚	i n c t		唚	
980	Nanchang		suck	tɕit⁵	tɕit⁵	tɕ i t ⁵	205	suck/哜	i n c t		哜	
981	Meixian		suck	kʰip¹	kʰip¹	kʰ i p ¹	198	suck/吸	i n c t		吸	
982	Guilin		suck	suo⁵⁵	swo⁵⁵	s w o ⁵⁵	202	suck/嗍	i m n t		嗍	
983	Guangzhou		suck	syn²³	syn²³	s y n ²³	200	suck/吮	i n c t		吮	
984	Guangzhou		suck	kʰɐp⁵	kʰɐp⁵	kʰ ɐ p ⁵	198	suck/吸	i n c t		吸	
985	Fuzhou		suck	soʔ²⁴*	soʔ²⁴	s o ʔ ²⁴	202	suck/嗍	i n c t		嗍	
986	Xiamen		suck	suʔ⁵	suʔ⁵	s u ʔ ⁵	202	suck/嗍	i n c t		嗍	
987	Beijing		say	ʂuo⁵⁵	ʂwo⁵⁵	ʂ w o ⁵⁵	206	say/說	i m n t		說	
988	Ha_erbin		say	ʂuo⁴⁴	ʂwo⁴⁴	ʂ w o ⁴⁴	206	say/說	i m n t		說	
989	Ha_erbin		say	pai⁴⁴	pai⁴⁴	p ai ⁴⁴	144	say/擺	i n t		掰	
990	Ha_erbin		say	lau⁴⁴	lau⁴⁴	l au ⁴⁴	208	say/唠	i n t		唠	
991	Jinan		say	ʂuɤ²¹	ʂwɤ²¹	ʂ w ɤ ²¹	206	say/說	i m n t		說	
992	Rongcheng		say	ʃuɛ²¹⁴	ʃwɛ²¹⁴	ʃ w ɛ ²¹⁴	206	say/說	i m n t		說	
993	Taiyuan		say	suəʔ²	swəʔ²	s w ə ʔ ²	206	say/說	i m n c t		說	
994	Xi_an		say	ʂy²¹	ʂy²¹	ʂ y ²¹	206	say/說	i n t		說	
995	Chengdu		say	so²¹	so²¹	s o ²¹	206	say/說	i n t		說	
996	Chengdu		say	pai⁵³	pai⁵³	p ai ⁵³	144	say/擺	i n t		擺	
997	Nanjing		say	tɕiɑ̃¹¹	tɕjɑ̃¹¹	tɕ j ɑ̃ ¹¹	210	say/講	i m n t		講	
998	Nanjing		say	soʔ⁵	soʔ⁵	s o ʔ ⁵	206	say/說	i n c t		說	
999	Jixi		say	ɕyaʔ³²*	ɕɥaʔ³²	ɕ ɥ a ʔ ³²	206	say/說	i m n c t		說	
1000	Jixi		say	kõ²¹³	kõ²¹³	k õ ²¹³	210	say/講	i n t		講	
1001	Suzhou		say	səʔ⁴	səʔ⁴	s ə ʔ ⁴	206	say/說	i n c t		說	
1002	Wenzhou		say	kuɔ²⁴²	kwɔ²⁴²	k w ɔ ²⁴²	210	say/講	i m n t		講	
1003	Changsha		say	so²⁴	so²⁴	s o ²⁴	206	say/說	i n t		說	
1004	Changsha		say	tɕian⁴¹	tɕjan⁴¹	tɕ j a n ⁴¹	210	say/講	i m n c t		講	
1005	Loudi		say	kɔŋ⁴²	kɔŋ⁴²	k ɔ ŋ ⁴²	210	say/講	i n c t		講	
1006	Nanchang		say	ua²¹	wa²¹	w a ²¹	211	word/話	m n t		話	
1007	Meixian		say	koŋ³¹	koŋ³¹	k o ŋ ³¹	210	say/講	i n c t		講	
1008	Guilin		say	kɑŋ²³	kɑŋ²³	k ɑ ŋ ²³	210	say/講	i n c t		講	
1009	Guangzhou		say	syt³	syt³	s y t ³	206	say/說	i n c t		說	
1010	Fuzhou		say	kouŋ³²	kouŋ³²	k ou ŋ ³²	210	say/講	i n c t		講	
1011	Xiamen		say	kɔŋ⁵³	kɔŋ⁵³	k ɔ ŋ ⁵³	210	say/講	i n c t		講	
1012	Beijing		split	sɿ⁵⁵ liɛ⁵¹	sɿ⁵⁵+ljɛ⁵¹	s ɿ ⁵⁵ + l j ɛ ⁵¹	212 213	split/撕 _apart/裂	i n t + i m n t		撕 裂	
1013	Ha_erbin		split	sɿ⁴⁴ liɛ⁵³	sɿ⁴⁴+ljɛ⁵³	s ɿ ⁴⁴ + l j ɛ ⁵³	212 213	split/撕 _apart/裂	i n t + i m n t		撕 裂	
1014	Jinan		split	sɿ²¹⁴⁻²⁴ liə³¹	sɿ²¹⁴+ljə³¹	s ɿ ²¹⁴ + l j ə ³¹	212 213	split/撕 _apart/裂	i n t + i m n t		撕 裂	
1015	Rongcheng		split	sɿ⁵² liɛ²¹⁴	sɿ⁵²+ljɛ²¹⁴	s ɿ ⁵² + l j ɛ ²¹⁴	212 213	split/撕 _apart/裂	i n t + i m n t		撕 裂	
1016	Taiyuan		split	sɿ²¹	sɿ²¹	s ɿ ²¹	212	split/撕	i n t		撕	
1017	Taiyuan		split	sɿ²¹ lie⁴⁵	sɿ²¹+lje⁴⁵	s ɿ ²¹ + l j e ⁴⁵	212 213	split/撕 _apart/裂	i n t + i m n t		撕 裂	
1018	Xi_an		split	sɿ²¹ læ̃⁴⁴	sɿ²¹+læ̃⁴⁴	s ɿ ²¹ + l æ̃ ⁴⁴	212 214	split/撕 _break/烂	i n t + i n t		撕 烂	
1019	Xi_an		split	sɿ²¹	sɿ²¹	s ɿ ²¹	212	split/撕	i n t		撕	
1020	Chengdu		split	sɿ⁴⁵ kʰai⁴⁵	sɿ⁴⁵+kʰai⁴⁵	s ɿ ⁴⁵ + kʰ ai ⁴⁵	212 215	split/撕 _open/開	i n t + i n t		撕 開	
1021	Nanjing		split	sɿ³¹	sɿ³¹	s ɿ ³¹	212	split/撕	i n t		撕	
1022	Nanjing		split	sɿ³¹ lieʔ⁵	sɿ³¹+ljeʔ⁵	s ɿ ³¹ + l j e ʔ ⁵	212 213	split/撕 _apart/裂	i n t + i m n c t		撕 裂	
1023	Jixi		split	tɕʰiɔ²¹³	tɕʰjɔ²¹³	tɕʰ j ɔ ²¹³	216	split/扯	i m n t		扯	
1024	Jixi		split	tɕʰiɔ²¹³⁻³¹ kʰa⁵⁵	tɕʰjɔ²¹³+kʰa⁵⁵	tɕʰ j ɔ ²¹³ + kʰ a ⁵⁵	216 215	split/扯 _open/開	i m n t + i n t		扯 開	
1025	Suzhou		split	hən⁴⁴	hən⁴⁴	h ə n ⁴⁴	217	split/㧸	i n c t		㧸	
1026	Wenzhou		split	do²¹	do²¹	d o ²¹	218	split/𢱋	i n t		𢱋	
1027	Changsha		split	si³³	si³³	s i ³³	212	split/撕	i n t		撕	
1028	Changsha		split	tʂʰə⁴¹	ʈʂʰə⁴¹	ʈʂʰ ə ⁴¹	216	split/扯	i n t		扯	
1029	Loudi		split	tʰiɔ⁴² bu³⁵⁻⁵	tʰjɔ⁴²+bu³⁵	tʰ j ɔ ⁴² + b u ³⁵	216 219	split/扯 _break/破	i m n t + i n t		扯 破	
1030	Nanchang		split	si⁴² liɛt⁵	si⁴²+ljɛt⁵	s i ⁴² + l j ɛ t ⁵	212 213	split/撕 _apart/裂	i n t + i m n c t		撕 裂	
1031	Nanchang		split	sɿ⁴²	sɿ⁴²	s ɿ ⁴²	212	split/撕	i n t		撕	
1032	Nanchang		split	tsei⁴²	tsei⁴²	ts ei ⁴²	760	split/?	i n t		囗	
1033	Meixian		split	tsʰa³¹ kʰoi³³	tsʰa³¹+kʰoi³³	tsʰ a ³¹ + kʰ oi ³³	216 215	split/扯 _open/開	i n t + i n t		扯 開	
1034	Guilin		split	tsʰᴀ²³⁻²² pʰuo²⁵	tsʰa̠²³+pʰwo²⁵	tsʰ a̠ ²³ + pʰ w o ²⁵	216 219	split/扯 _split	i n t + i m n t		扯 破	
1035	Guangzhou		split	si⁵³ lit²	si⁵³+lit²	s i ⁵³ + l i t ²	212 213	split/撕 _apart/裂	i n t + i n c t		撕 裂	
1036	Fuzhou		split	tʰie³² lieʔ⁵	tʰje³²+ljeʔ⁵	tʰ j e ³² + l j e ʔ ⁵	216 213	split/扯 _apart/裂	i m n t + i m n c t		扯 裂	
1037	Xiamen		split	tʰiaʔ⁵³* li²²	tʰjaʔ⁵³+li²²	tʰ j a ʔ ⁵³ + l i ²²	220 221	split/拆 _split/扌麗	i m n c t + i n t		拆 扌麗	
1038	Beijing		die	sɿ²¹³	sɿ²¹³	s ɿ ²¹³	222	die/死	i n t		死	
1039	Ha_erbin		die	sɿ²¹³	sɿ²¹³	s ɿ ²¹³	222	die/死	i n t		死	
1040	Jinan		die	sɿ⁴⁵	sɿ⁴⁵	s ɿ ⁴⁵	222	die/死	i n t		死	
1041	Rongcheng		die	sɿ²¹⁴	sɿ²¹⁴	s ɿ ²¹⁴	222	die/死	i n t		死	
1042	Taiyuan		die	sɿ⁵³	sɿ⁵³	s ɿ ⁵³	222	die/死	i n t		死	
1043	Xi_an		die	sɿ⁵³	sɿ⁵³	s ɿ ⁵³	222	die/死	i n t		死	
1044	Chengdu		die	sɿ⁵³	sɿ⁵³	s ɿ ⁵³	222	die/死	i n t		死	
1045	Nanjing		die	sɿ¹¹	sɿ¹¹	s ɿ ¹¹	222	die/死	i n t		死	
1046	Jixi		die	sɿ²¹³	sɿ²¹³	s ɿ ²¹³	222	die/死	i n t		死	
1047	Suzhou		die	si⁵²	si⁵²	s i ⁵²	222	die/死	i n t		死	
1048	Wenzhou		die	sɿ²⁴²	sɿ²⁴²	s ɿ ²⁴²	222	die/死	i n t		死	
1049	Changsha		die	sɿ⁴¹	sɿ⁴¹	s ɿ ⁴¹	222	die/死	i n t		死	
1050	Changsha		die	kua³³	kwa³³	k w a ³³	442	die/瓜	i m n t		瓜	
